0.298899,0.0966819
0.380999,0.718148
0.288545,0.707706
0.40197,0.17237
0.742582,0.741679
0.267416,0.453314
0.356565,0.506663
0.707349,0.0357364
0.551226,0.982769
0.72577,0.543351
0.641306,0.550179
0.485016,0.695692
0.0971075,0.520902
0.146545,0.620605
0.151805,0.573357
0.359604,0.333522
0.577786,0.658851
0.162558,0.840703
0.705226,0.396001
0.430469,0.875344
0.720057,0.162322
0.589631,0.199822
0.206863,0.171316
0.149398,0.426946
0.317854,0.868071
0.556798,0.324385
0.0908836,0.152016
0.538515,0.238746
0.0988593,0.439015
0.192235,0.25505
0.510388,0.567716
0.103894,0.977338
0.815642,0.0397558
0.573385,0.102718
0.293932,0.308075
0.611347,0.378943
0.956811,0.242366
0.449817,0.770395
0.181869,0.705927
0.733668,0.116253
0.280218,0.29227
0.799205,0.708757
0.374989,0.998613
0.421219,0.673082
0.419734,0.279606
0.597107,0.840831
0.301838,0.051485
0.975446,0.615599
0.629854,0.765161
0.433663,0.0102389
0.970399,0.0151309
0.911584,0.172162
0.251151,0.345381
0.493978,0.811348
0.987273,0.245669
0.339587,0.824839
0.587429,0.613997
0.800489,0.513857
0.149652,0.712106
0.595142,0.720725
0.601755,0.0761897
0.643969,0.93308
0.0900988,0.926351
0.758193,0.563485
0.384116,0.790566
0.845541,0.425211
0.533445,0.843654
0.466995,0.85049
0.607059,0.748847
0.107279,0.261578
0.0968484,0.995104
0.197417,0.223164
0.882266,0.560182
0.0683769,0.832055
0.0312912,0.408319
0.89223,0.353273
0.193254,0.596819
0.193759,0.938623
0.364256,0.235292
0.405512,0.0654968
0.842464,0.133818
0.308991,0.960528
0.134727,0.849899
0.746514,0.0532894
0.370491,0.828086
0.398941,0.599684
0.0286621,0.287575
0.7398,0.945492
0.766014,0.946113
0.748453,0.79972
0.410804,0.701487
0.612487,0.462183
0.618406,0.447699
0.503272,0.19675
0.73893,0.165724
0.285292,0.127247
0.0050067,0.323758
0.782421,0.98986
0.889323,0.478822
0.516405,0.541039
0.920775,0.20498
0.10621,0.8161
0.901666,0.455296
0.130281,0.917908
0.537619,0.560721
0.155543,0.180229
0.729396,0.895441
0.128809,0.438313
0.102001,0.969827
0.0361683,0.432454
0.719653,0.842134
0.792151,0.858151
0.307707,0.908945
0.304406,0.790308
0.332355,0.874748
0.360439,0.129058
0.390623,0.867164
0.821662,0.485683
0.46006,0.879088
0.227413,0.072657
0.406114,0.222827
0.30053,0.505362
0.474164,0.16983
0.00321388,0.551033
0.0696395,0.0163202
0.800676,0.413996
0.0692056,0.298343
0.861526,0.532707
0.92167,0.0864571
0.15003,0.322862
0.587169,0.808371
0.195395,0.966452
0.0275067,0.302034
0.802189,0.810425
0.735274,0.850652
0.510929,0.689964
0.660705,0.131256
0.432465,0.0613179
0.486217,0.84468
0.194212,0.581565
0.563332,0.202089
0.166212,0.0103783
0.246725,0.0898338
0.765605,0.496466
0.987528,0.416928
0.832267,0.670972
0.179811,0.200471
0.817624,0.0854814
0.525026,0.566621
0.355405,0.961177
0.535798,0.309558
0.0248375,0.779651
0.73554,0.695334
0.701304,0.639003
0.0329476,0.894951
0.299392,0.168792
0.65426,0.759709
0.731332,0.809416
0.939898,0.619514
